# Dictionary extracted from https://synagonism.net/otenet/gr/gpd.html
# Thanks to Nikos Kasseluris at https://synagonism.net
αβάκιο α-βά-κι-ο
φερμουάρ φερ-μου-άρ
φέρνε φέρ-νε
φέρνει φέρ-νει
φέρνοντας φέρ-νο-ντας
φέρνω φέρ-νω
Φερόες Φε-ρό-ες
φέρουμε φέ-ρου-με
φέρσιμο φέρ-σι-μο
φέρω φέ-ρω
φέσι φέ-σι
φετινή φε-τι-νή
φετιχισμό φε-τι-χι-σμό
φετιχοποιημένη φε-τι-χο-ποι-η-μέ-νη
φευγάτη φε-υγά-τη
φεύγε φε-ύγε
φεύγοντας φε-ύγο-ντας
φεύγω φε-ύγω
φήμη φή-μη
φήμης φή-μης
φθάνει φθά-νει
φθάνω φθά-νω
φθάσουμε φθά-σου-με
φθειρίαση φθει-ρί-α-ση
φθείρω φθεί-ρω
φθηνών φθη-νών
φθινόπωρο φθι-νό-πω-ρο
φθινοπώρου φθι-νο-πώ-ρου
φθίνω φθί-νω
φθόγγος φθό-γγος
φθόνος φθό-νος
φθορά φθο-ρά
φθοράς φθο-ράς
φιάσκο φιά-σκο
φιγούρα φι-γού-ρα
φιέστα φιέ-στα
φιλάς φι-λάς
φιλάω φι-λά-ω
φιλελευθερισμό φι-λε-λε-υθε-ρι-σμό
φιλελευθερισμός φι-λε-λε-υθε-ρι-σμός
φιλελευθερισμού φι-λε-λε-υθε-ρι-σμού
φιληθεί φι-λη-θεί
φιλήθηκα φι-λή-θη-κα
φίλησα φί-λη-σα
φίλησε φί-λη-σε
φιλήσει φι-λή-σει
φιλήσω φι-λή-σω
φιλί φι-λί
φιλία φι-λί-α
φιλιέμαι φι-λιέ-μαι
φιλικό φι-λι-κό
φιλιόμουν φι-λιό-μουν
φιλμ φιλμ
φιλμάκι φιλ-μά-κι
φίλντισι φίλ-ντι-σι
φιλοδοξεί φι-λο-δο-ξεί
φιλόδοξο φι-λό-δο-ξο
φιλόδοξου φι-λό-δο-ξου
φίλοι φί-λοι
Φιλόλαο Φι-λό-λα-ο
φίλος φί-λος
φιλοσόφησες φι-λο-σό-φη-σες
φιλοσοφία φι-λο-σο-φί-α
φιλοσοφίας φι-λο-σο-φί-ας
φιλοσοφίες φι-λο-σο-φί-ες
φιλοσοφικά φι-λο-σο-φι-κά
φιλοσοφικές φι-λο-σο-φι-κές
φιλοσοφική φι-λο-σο-φι-κή
φιλοσοφικής φι-λο-σο-φι-κής
φιλοσοφικό φι-λο-σο-φι-κό
φιλοσοφικός φι-λο-σο-φι-κός
φιλόσοφο φι-λό-σο-φο
φιλόσοφοι φι-λό-σο-φοι
φιλοσόφος φι-λο-σό-φος
φιλόσοφος φι-λό-σο-φος
φιλοσόφου φι-λο-σό-φου
φιλοσόφους φι-λο-σό-φους
φιλότης φι-λό-της
φίλους φί-λους
φιλούσα φι-λού-σα
φίλτρο φίλ-τρο
φιλώντας φι-λώ-ντας
φιόγκος φιό-γκος
φίρμα φίρ-μα
φιρμάνι φιρ-μά-νι
φις φις
Φίσερ Φί-σερ
Φλαμανδός Φλα-μαν-δός
φλας φλας
φλέβα φλέ-βα
φλέγμα φλέγ-μα
φλεγμονή φλεγ-μο-νή
φλερτ φλερτ
φλερτάρω φλερ-τά-ρω
φλιτζάνι φλι-τζά-νι
φλόγα φλό-γα
φλοιός φλοι-ός
φλοιοτροπος φλοι-ο-τρο-πος
φλοιώδης φλοι-ώ-δης
φλου φλου
φλύαρος φλύ-α-ρος
Φλωρεντία Φλω-ρε-ντί-α
φοβάμαι φο-βά-μαι
φοβάσαι φο-βά-σαι
φοβέρα φο-βέ-ρα
φοβερή φο-βε-ρή
φοβηθεί φο-βη-θεί
φοβηθείς φο-βη-θείς
φοβήθηκα φο-βή-θη-κα
φοβηθήκατε φο-βη-θή-κα-τε
φοβηθώ φο-βη-θώ
φόβο φό-βο
φοβόμουν φο-βό-μουν
φοβόμουνα φο-βό-μου-να
φόβος φό-βος
φοβούμενος φο-βού-με-νος
φοίβος φοί-βος
Φοίνικες Φοί-νι-κες
φοιτητές φοι-τη-τές
Φον Φον
φονίδιο φο-νί-δι-ο
φονξιοναλισμού φον-ξι-ο-να-λι-σμού
φόντο φό-ντο
φορά φο-ρά
φοράω φο-ρά-ω
φορέα φο-ρέ-α
φορείς φο-ρείς
φορές φο-ρές
φορέων φο-ρέ-ων
φορητή φο-ρη-τή
φορητός φο-ρη-τός
φόρμα φόρ-μα
Φόρμαν Φόρ-μαν
φοροδιαφυγή φο-ρο-δι-α-φυ-γή
φόροι φό-ροι
φορολογία φο-ρο-λο-γί-α
φορολογίας φο-ρο-λο-γί-ας
φορολογικά φο-ρο-λο-γι-κά
φορολογικό φο-ρο-λο-γι-κό
φορολογούμενος φο-ρο-λο-γού-με-νος
φόρος φό-ρος
φοροτεχνικό φο-ρο-τε-χνι-κό
φορώντας φο-ρώ-ντας
φουγάρο φου-γά-ρο
Φόυερμπαχ Φό-υ-ερ-μπαχ
Φουκουγιάμα Φου-κου-γιά-μα
φούντο φού-ντο
Φουντούλης Φου-ντού-λης
φούντωσε φού-ντω-σε
φούρκα φούρ-κα
φούρνο φούρ-νο
φουτμπόλ φουτ-μπόλ
φουτμπολίστες φουτ-μπο-λί-στες
φούχτα φού-χτα
φράγκο φρά-γκο
φραγκοσυριανή φρα-γκο-συρ-ια-νή
Φραγκφούρτη Φραγκ-φούρ-τη
φράγμα φράγ-μα
φράγματα φράγ-μα-τα
φράγματος φράγ-μα-τος
φραγμοί φραγ-μοί
φράκτες φρά-κτες
Φρανκλίνος Φραν-κλί-νος
Φράνσις Φράν-σις
Φρανσίσκο Φραν-σί-σκο
φραντζα φρα-ντζα
φράση φρά-ση
φράσης φρά-σης
φρασιακή φρα-σι-α-κή
φρασιακό φρα-σι-α-κό
Φράσσαρης Φρά-σσα-ρης
φρέζα φρέ-ζα
φρένο φρέ-νο
Φρέντερικ Φρέ-ντε-ρικ
Φρήαρς Φρή-αρς
φρίκη φρί-κη
φρικιά φρι-κιά
Φρίμαν Φρί-μαν
Φρίντμαν Φρίντ-μαν
Φρίντριχ Φρί-ντριχ
φρόκαλο φρό-κα-λο
φρόντιζα φρό-ντι-ζα
φρόντιζε φρό-ντι-ζε
φροντίζει φρο-ντί-ζει
φροντίζοντας φρο-ντί-ζο-ντας
φροντίζουμε φρο-ντί-ζου-με
φροντίζω φρο-ντί-ζω
φρόντισα φρό-ντι-σα
φρόντισε φρό-ντι-σε
φροντίσει φρο-ντί-σει
φροντιστήρια φρο-ντι-στή-ρι-α
φροντίσω φρο-ντί-σω
φρουκτόζη φρου-κτό-ζη
Φρόυντ Φρό-υντ
φρούτο φρού-το
φρυγανιά φρυ-γα-νιά
φρυγικός φρυ-γι-κός
φρύδι φρύ-δι
φταίω φταί-ω
φτάνεις φτά-νεις
φτάνοντας φτά-νο-ντας
φτάνω φτά-νω
φταρνίζεσαι φταρ-νί-ζε-σαι
φταρνίζομαι φταρ-νί-ζο-μαι
φταρνιζόμενος φταρ-νι-ζό-με-νος
φταρνιζόμουνα φταρ-νι-ζό-μου-να
φτάρνισμα φτάρ-νι-σμα
φταρνίσου φταρ-νί-σου
φταρνιστεί φταρ-νι-στεί
φταρνίστηκα φταρ-νί-στη-κα
φταρνιστώ φταρ-νι-στώ
φτάσατε φτά-σα-τε
φτάσε φτά-σε
φτάσει φτά-σει
φτασμένο φτα-σμέ-νο
φτάσω φτά-σω
φτελιά φτε-λιά
φτέρνα φτέρ-να
φτήνια φτή-νια
φτηνός φτη-νός
φτιαγμένα φτιαγ-μέ-να
φτιαγμένος φτιαγ-μέ-νος
φτιάνουν φτιά-νουν
φτιάξε φτιά-ξε
φτιάξει φτιά-ξει
φτιάξετε φτιά-ξε-τε
φτιάξω φτιά-ξω
φτιασίδι φτια-σί-δι
φτιάχνε φτιά-χνε
φτιάχνονται φτιά-χνο-νται
φτιάχνοντας φτιά-χνο-ντας
φτιάχνουν φτιά-χνουν
φτιάχνω φτιά-χνω
φτου φτου
φτυάρι φτυά-ρι
φτύνε φτύ-νε
φτύνοντας φτύ-νο-ντας
φτύνω φτύ-νω
φτύσε φτύ-σε
φτύσει φτύ-σει
φτύσω φτύ-σω
φτώχεια φτώ-χεια
φτωχή φτω-χή
φτωχοί φτω-χοί
φτωχός φτω-χός
φτωχότερους φτω-χό-τε-ρους
φτωχούς φτω-χούς
φτωχών φτω-χών
φύγανε φύ-γα-νε
φύγατε φύ-γα-τε
φύγε φύ-γε
φύγει φύ-γει
φύγεις φύ-γεις
φύγετε φύ-γε-τε
φυγή φυ-γή
φύγουν φύ-γουν
φύγω φύ-γω
φύλαγα φύ-λα-γα
φύλαγε φύ-λα-γε
φυλάγοντας φυ-λά-γο-ντας
φυλακή φυ-λα-κή
φυλακήν φυ-λα-κήν
φυλακών φυ-λα-κών
φύλαξα φύ-λα-ξα
φύλαξε φύ-λα-ξε
φυλάξει φυ-λά-ξει
φυλάξω φυ-λά-ξω
φυλάσσομαι φυ-λά-σσο-μαι
φυλασσόμουν φυ-λα-σσό-μουν
φυλαχτεί φυ-λα-χτεί
φυλάχτηκα φυ-λά-χτη-κα
φυλάω φυ-λά-ω
φυλή φυ-λή
φύλλα φύ-λλα
φύλλο φύ-λλο
φυλλομετρητής φυ-λλο-με-τρη-τής
φύλο φύ-λο
φυλογένεση φυ-λο-γέ-νε-ση
φυλοεξέλιξη φυ-λο-ε-ξέ-λι-ξη
φυλοθάνατος φυ-λο-θά-να-τος
φυματίωση φυ-μα-τί-ω-ση
φυσαρμόνικα φυ-σαρ-μό-νι-κα
φυσάω φυ-σά-ω
φύση φύ-ση
φύσηξα φύ-ση-ξα
φυσήξει φυ-σή-ξει
φύσης φύ-σης
φυσικά φυ-σι-κά
φυσικές φυ-σι-κές
φυσική φυ-σι-κή
φυσικής φυ-σι-κής
φυσικό φυ-σι-κό
φυσικοί φυ-σι-κοί
φυσικού φυ-σι-κού
φυσικοχημικά φυ-σι-κο-χη-μι-κά
φυσικοχημικής φυ-σι-κο-χη-μι-κής
φυσικοχημικός φυ-σι-κο-χη-μι-κός
φυσικοχημικών φυ-σι-κο-χη-μι-κών
φυσικών φυ-σι-κών
φυσιοκρατική φυ-σι-ο-κρα-τι-κή
φυσιολογία φυ-σι-ο-λο-γί-α
φυσιολογικό φυ-σι-ο-λο-γι-κό
φυσιολόγων φυ-σι-ο-λό-γων
φυσούσα φυ-σού-σα
φυτικό φυ-τι-κό
φυτό φυ-τό
φώκια φώ-κια
Φώλκερ Φώλ-κερ
φωνάζουν φω-νά-ζουν
φωνή φω-νή
φωνήεν φω-νή-εν
φώνημα φώ-νη-μα
φωνής φω-νής
φωνητική φω-νη-τι-κή
φωνολογία φω-νο-λο-γί-α
φως φως
φωταγωγώ φω-τα-γω-γώ
φωτεινή φω-τει-νή
φωτιά φω-τιά
φωτιάς φω-τιάς
φωτίζονται φω-τί-ζο-νται
φωτογραφία φω-το-γρα-φί-α
φωτογραφίες φω-το-γρα-φί-ες
φωτογραφική φω-το-γρα-φι-κή
φωτοπλεγμα φω-το-πλεγ-μα
φωτοτυπικό φω-το-τυ-πι-κό
φωτοχημική φω-το-χη-μι-κή
χα χα
χάιδευα χά-ι-δε-υα
χάιδευε χά-ι-δε-υε
χαϊδεύομαι χα-ϊ-δε-ύο-μαι
χαϊδευόμουν χα-ϊ-δε-υό-μουν
χαϊδεύοντας χα-ϊ-δε-ύο-ντας
χαϊδευτεί χα-ϊ-δε-υτεί
χαϊδεύτηκα χα-ϊ-δεύ-τη-κα
χαϊδεύει χα-ι-δε-ύει
χαϊδεύω χα-ϊ-δε-ύω
χάιδεψα χά-ι-δε-ψα
χάιδεψε χά-ι-δε-ψε
χαϊδέψει χα-ϊ-δέ-ψει
χαϊδέψω χα-ϊ-δέ-ψω
Χάιζενμπεργκ Χά-ι-ζεν-μπεργκ
χαίνω χαί-νω
χαίρε χαί-ρε
χαιρέτησα χαι-ρέ-τη-σα
χαιρετήσει χαι-ρε-τή-σει
χαιρετούσα χαι-ρε-τού-σα
χαιρετώ χαι-ρε-τώ
χακί χα-κί
χαλάει χα-λά-ει
χαλβάς χαλ-βάς
χαλεπά χα-λε-πά
χαλκιάς χαλ-κιάς
χαλκός χαλ-κός
χαμαιλεοντική χα-μαι-λε-ο-ντι-κή
χαμένη χα-μέ-νη
χαμένος χα-μέ-νος
χαμηλές χα-μη-λές
χαμόγελο χα-μό-γε-λο
χαμογελούσαν χα-μο-γε-λού-σαν
χάνουν χά-νουν
Χανς Χανς
χαντζάρα χα-ντζά-ρα
χάνω χά-νω
χαρά χα-ρά
χάραζαν χά-ρα-ζαν
χαρακτήρα χα-ρα-κτή-ρα
χαρακτηρίζαμε χα-ρα-κτη-ρί-ζα-με
χαρακτήριζε χα-ρα-κτή-ρι-ζε
χαρακτηρίζει χα-ρα-κτη-ρί-ζει
χαρακτηρίζεται χα-ρα-κτη-ρί-ζε-ται
χαρακτηρίσει χα-ρα-κτη-ρί-σει
χαρακτηρισθεί χα-ρα-κτη-ρι-σθεί
χαρακτηρισμό χα-ρα-κτη-ρι-σμό
χαρακτηριστικά χα-ρα-κτη-ρι-στι-κά
χαρακτηριστικές χα-ρα-κτη-ρι-στι-κές
χαρακτηριστική χα-ρα-κτη-ρι-στι-κή
χαρακτηριστικό χα-ρα-κτη-ρι-στι-κό
χαρακτήρων χα-ρα-κτή-ρων
χαραμίζομαι χα-ρα-μί-ζο-μαι
χαράν χα-ράν
Χάρβαρντ Χάρ-βαρντ
χάρη χά-ρη
χάριν χά-ριν
χαρισματική χα-ρι-σμα-τι-κή
χαρμάνι χαρ-μά-νι
Χάροντ Χά-ροντ
χάρτης χάρ-της
χαρτί χαρ-τί
χάρτινη χάρ-τι-νη
χαρτοβασίλειο χαρ-το-βα-σί-λει-ο
χαρτοκατασκευη χαρ-το-κα-τα-σκε-υή
χαρτοφυλακίου χαρ-το-φυ-λα-κί-ου
χάσανε χά-σα-νε
χασάπικα χα-σά-πι-κα
χασάπικο χα-σά-πι-κο
χάσει χά-σει
χάσμα χά-σμα
χασομέρι χα-σο-μέ-ρι
Χατζηδήμος Χα-τζη-δή-μος
Χατζηνάσιος Χα-τζη-νά-σιος
χατζής χα-τζής
χαύνωση χαύ-νω-ση
χαφ χαφ
χείλος χεί-λος
χειλού χει-λού
χειραφέτηση χει-ρα-φέ-τη-ση
χειρότερη χει-ρό-τε-ρη
χειρότερο χει-ρό-τε-ρο
χειρουργική χει-ρουρ-γι-κή
χέλι χέ-λι
χελιδόνι χε-λι-δό-νι
Χένρι Χέν-ρι
Χέντελ Χέ-ντελ
χέρι χέ-ρι
χέρια χέρ-ια
Χέρμπερτ Χέρ-μπερτ
χέρσος χέρ-σος
Χεττίτες Χε-ττί-τες
χημεία χη-μεί-α
χημείας χη-μεί-ας
χημικές χη-μι-κές
χημική χη-μι-κή
χημικής χη-μι-κής
χημικό χη-μι-κό
χημικός χη-μι-κός
χημικού χη-μι-κού
χημικούς χη-μι-κούς
χημικών χη-μι-κών
χήνα χή-να
χήρος χή-ρος
χθες χθες
χθεσινός χθε-σι-νός
χθόνιος χθό-νι-ος
χίλια χί-λια
χιλιετία χι-λι-ε-τί-α
χιλιόμετρα χι-λιό-με-τρα
χιμπατζή χι-μπα-τζή
χιόνι χιό-νι
χιόνος χιό-νος
Χιουμ Χιουμ
χιούμορ χιού-μορ
Χίτλερ Χίτ-λερ
Χιττίτες Χι-ττί-τες
χιτώνας χι-τώ-νας
Χιώτης Χιώ-της
χλαίνη χλαί-νη
χλαπάτσα χλα-πά-τσα
χλευάζω χλε-υά-ζω
χλιαρός χλι-α-ρός
χλόη χλό-η
χλωμάδα χλω-μά-δα
χνάρια χνάρ-ια
χνότο χνό-το
χνούδι χνού-δι
χνώτο χνώ-το
χόβολη χό-βο-λη
χοιρινός χοι-ρι-νός
χολέρα χο-λέ-ρα
χολή χο-λή
χοληδόχος χο-λη-δό-χος
χοληστερίνη χο-λη-στε-ρί-νη
χοληστερόλη χο-λη-στε-ρό-λη
χολοκυστίτιδα χο-λο-κυ-στί-τι-δα
χολολιθίαση χο-λο-λι-θί-α-ση
χονδρικός χον-δρι-κός
χόνδρος χόν-δρος
Χοντιδιάδης Χο-ντι-δι-ά-δης
χορδή χορ-δή
χόρευα χό-ρε-υα
χόρευε χό-ρε-υε
χορεύοντας χο-ρε-ύο-ντας
χορεύω χο-ρε-ύω
χόρεψα χό-ρε-ψα
χόρεψε χό-ρε-ψε
χορέψει χο-ρέ-ψει
χορέψω χο-ρέ-ψω
χοριοειδής χο-ρι-ο-ει-δής
χορούς χο-ρούς
χόρτα χόρ-τα
χουζούρεμα χου-ζού-ρε-μα
Χουλιαράδες Χου-λια-ρά-δες
Χουρμουζιάδου Χουρ-μου-ζι-ά-δου
Χουρμούζιου Χουρ-μού-ζι-ου
χράμι χρά-μι
χρειάζεται χρει-ά-ζε-ται
χρειάζομαι χρει-ά-ζο-μαι
χρειαζόμασταν χρει-α-ζό-μα-σταν
χρειαζόμαστε χρει-α-ζό-μα-στε
χρειάζονται χρει-ά-ζο-νται
χρειαζόσουν χρει-α-ζό-σουν
χρεοκοπία χρε-ο-κο-πί-α
χρεώνουν χρε-ώ-νουν
